Residual_heat_flux,Residual_shortwave,Residual_longwave,Residual_SLP,Residual_tot_precip,Residual_RH,Residual_u10m,Residual_v10m,Residual_sea_ice,Residual_cloud_cover,Residual_cloud_water,Residual_GH_mean
0.6605428552618694,,0.5216377517088391,0.4296891114957898,,,0.6473908739198175,,0.4901723356578221,0.3267893597210727,0.4166252893330307,0.5159488526349677
0.5436816653998262,0.3356219580930211,0.593871664263576,0.5804679821051666,0.7020420892852056,0.5117808371436581,0.402776253298732,0.4587361258586519,0.5619236982577078,0.6103686875485297,0.775985586626026,
0.6004241988423165,,,,0.7827325718813406,0.7212818036566939,0.6173749648917388,0.6036324165363941,0.6624169258047956,0.7100593419873057,0.8360584918192773,0.4486476445277333
,,,0.5841329749713097,0.4417111090488479,0.3788372064737591,,0.6161534377615666,0.582792394463265,0.3785772427200838,0.377813006802723,0.6559242953651688
0.581140112367573,0.4807438491773614,0.5755490444881901,0.7554040745383199,0.2101407141374235,0.6183592020192901,0.2671404227948975,0.3439713261346309,0.6284403254849975,,,0.6941863258539982
0.4246099086189459,0.5622983791141173,0.6753102177595136,0.8327752521455662,0.4229512395629112,0.4431338955412252,0.2297741658814413,0.2984087677575296,,0.6706071710892937,0.5941292682201166,
0.5395044947604564,0.5779858714287488,0.6399490512320395,0.5216247954163358,,0.4277665055396464,,0.5443097194467917,0.4325236268508989,0.4724750159500239,0.3708803634910187,
0.3558968567873078,0.5786955287335603,,0.5423399928794749,0.2819230234260981,0.2438756269950591,0.2860088986293205,0.3123576093717272,0.5794106126685225,,0.2632712685695873,0.5411423320143977
0.4871529894346351,,0.0,0.7020524757072322,0.2567859651908818,,0.459130907011791,0.3784883685648911,0.6113673510673466,0.2094458727968145,0.2263731632056188,0.5239256467864628
0.8000864726758137,0.5555465335893975,0.6283179468428979,0.4268254615330157,0.5964739349328061,0.7895006773236664,,0.7093724253666583,,,0.613102916123484,0.5095043935941809
,0.5777859751962968,0.3364503746011029,0.4301874295052683,0.3858270181451954,0.7066679856846277,0.5714333058484565,0.599688192248712,0.5618345831346888,0.6182852921030928,0.3325814800387796,0.376658588903861
0.4503554396011888,0.4947683528047379,0.4139758639089025,0.2970276125642155,0.6973717275502479,0.8924112262561688,,0.6440438001540737,0.5841802658860834,,0.454422001327219,0.3666244608635856
0.3125975138935649,0.6681106076347356,0.3183886381587976,0.6551063718446831,0.3861565970777759,0.6047785211870195,0.367471939681275,0.3919967170085294,0.5592895671979619,0.61131863273742,0.3055292749002785,0.5312670129617325
,0.6210878071324927,0.4483317823261568,0.636208112019572,0.3493896418011672,0.5870890845954077,0.2706067213264908,0.3254309970440189,0.5846875891470878,0.657744391287835,0.3101069652731931,0.5792078021451058
0.3118257175087418,0.9385052104216862,0.4550501320378806,0.4513180284503884,0.4363139655940662,,0.6870054048654448,,0.6912481360539143,0.0860013076429558,0.1318922445093963,0.4972733067587628
0.378149754601448,,0.418248703286844,0.5065949812985369,0.3301158371887233,0.3880470713439723,,0.4866283766058857,0.6938215568257158,0.2973923300891792,0.2501328630014893,0.4927027164511464
0.2405376811033248,0.593147313355588,,0.4389334989126081,0.6295600938836358,0.5169509459645708,0.5950063292334126,0.5380660151193766,0.6526485406382906,0.4877814808641884,,0.4052643937501213
0.5272608497899604,,,0.6176316298328084,,,0.4268335254330849,0.4638727834930424,0.6832765518575133,0.6900376325879716,0.4481132684432203,0.5444699884607934
0.4009897584257696,0.5013908966157264,,0.470597352927121,0.4951259000974128,0.4407726280411682,0.3456614780886217,,0.5771741251431066,,,0.4357014133531895
,0.4916125090582814,0.6138065442775633,0.3380880191819705,,,0.3879713594538094,0.3916751006178385,,0.6228741131210638,0.5264591758227457,0.4227017982900345
0.0977356861489093,0.4866620216531782,0.5892566733984829,0.3479281466599757,,0.5478356984466157,0.4913219531371819,0.5091207854741266,0.4408638185663435,,0.582083687522239,0.3713889273281074
0.266948422686996,,0.5419519225847478,,,0.3570492434226161,0.6521809706379745,0.5750002087059648,,0.68122584019195,,0.639187233865658
0.4482325631981679,,0.7045641046578106,,0.4291514402689366,0.2004008109393316,,0.4878256156667356,0.4608187608022802,0.4490432161513399,0.5936177949680391,
0.3686653967274858,0.1863052317249044,0.5164392571418314,0.7497489649801552,,,0.3186259792781549,0.3447639790398014,0.4294582185302292,0.7466241485510918,0.601744647210012,0.7423786795347526
0.6097181415893163,,0.4064399867960768,0.6393953366165237,0.17188417044728,0.4995856475598053,0.4620033158069493,0.3928303551092299,0.3116685132018078,0.5001981128854572,0.3576421073949501,
0.5254121857005853,,0.4076776988014223,,0.491246049041797,0.4666949882039314,0.8086861097911652,0.6652960280613128,0.4367035503467364,0.0,0.2814074832087272,
0.5401640978223953,,0.6427320780174839,0.4877105232779358,,0.6339725974081858,0.5590678411687908,0.5486944971861426,0.7119054655698833,0.5601510639740379,0.6913820102858775,
0.5363641614527844,0.4717132268129811,,0.3737121177628463,,,0.6911234860064,0.6504740352089022,,0.532114150361251,0.6500406256552478,
,0.586957984342885,0.5841943723736688,0.6167353092649169,0.3803399732053212,0.5035875038512444,0.4359976786752185,0.3977055110607501,0.6661001705194959,0.4597086794571642,,0.6292628672118662
0.3210355328964691,,,0.4023111080673592,0.5880435372019065,0.6812229048563454,0.5842528861564312,0.4981655348231358,0.5793204532856218,0.5184068160656288,0.4172438657263901,0.4006809132199523
0.2862318161854459,,0.5163468071860395,0.4321540326740423,0.4413955301335282,0.4986682058678769,0.3830922384005756,0.3404696310121826,0.517959818162096,0.543041124104299,0.3441313004010917,
0.6963511917818389,,0.5338300976298568,,0.3826781945112866,0.4139447436808665,0.4679475882634962,,0.4216064743709651,0.234362199888936,0.4211497699575153,0.6129259207548753
0.5317477582961132,,0.6701121579311294,0.5350903512561578,0.3655565046094848,,0.5418463417500903,0.6205405935102437,0.3519451927495968,0.6509190155218086,,
0.580765659260948,0.5863230910744853,0.4909013323769094,0.6544910899408783,0.447840793979972,,0.6943911212655092,0.7871978009009769,0.3433895856806705,0.6104796009339485,,0.6001652851204432
0.4080008372573582,,0.4521143259416408,0.8834905551124391,0.2007173265989292,0.3578899068411696,0.4897996632709557,0.4495555168174679,0.3984443291276935,,,
0.4867293797290697,0.6917724546252877,0.2186957339167157,0.6121067518772066,0.4593511115874508,0.3428326519416397,0.4259833213566684,0.5243183187976624,0.4781889641595503,0.4323236683845995,0.3947694116696387,0.5949992011344197
,0.6380361660733195,0.542201128387214,0.4549079863987189,0.3912060127708588,0.4149637145610431,0.6397927624038154,0.5749745172788269,0.4363970673182156,0.3163999323361914,0.4146860734022862,0.5320213206583695
0.3902108266841548,0.5223229568916449,,0.5647214551021832,0.5498110485339833,,0.3945609052946985,,,,,
,0.3856643500158193,0.6664191514022697,0.5462592317726824,,0.5452319783964308,0.4118751749772995,0.4052316109016159,0.5536716302050562,0.5546019095917204,0.6348204766343339,0.6240287836349848
0.4791899894467845,0.4030642113485669,0.5295263449329,,0.7087225755728886,0.570921096982407,0.5768739442757767,0.562298968435953,0.6527631925052121,0.6771569002444829,,
,,0.5680900828510194,0.6251366897208042,0.1385641075349192,0.5333610350075165,0.4108344572838965,0.3784480406325187,0.6376695460914747,,,0.6513828510132118
0.4846081837376077,,,0.6532074857179362,0.276752753008663,0.4168039106953311,0.3249609500304764,0.2971551766434392,0.4384957622329273,0.5821147770561059,0.5415460814781627,
0.3623068126542081,0.5663200474313113,0.3360315996345823,0.5749387109264913,0.1599191792712249,0.5665262033101596,,,0.5337584362782916,,0.2808087362775641,0.513320512808917
0.7054503257264397,0.5629479118799476,0.5876799170083268,,,0.5295618093706734,,0.7378244030359002,0.4639463660835892,0.7487392748480081,0.678146939832391,0.5152156305053401
0.2681324623365586,0.5640418882367119,,0.7840305951627646,0.2820337895687946,,0.1802513461774068,0.0510690709621826,0.5594378137956522,,0.3077347405893109,0.9189924259504556
0.285127867753719,,,,,0.4854270933515908,0.4703004024023601,0.4564355583715092,0.5513710011041834,0.4158807115875552,0.2817650077889885,0.7575772395537801
0.2545409757416688,0.5690987148609354,0.4074715799391736,0.371807856660392,,,0.5987784000468245,0.5734514555148457,0.6044440264138019,,0.476501884102035,0.3436972085815312
0.231280326164682,0.6904741595618756,0.1832791251500335,0.4691742440172412,0.3719403625239865,,0.3952572700829527,0.3711099106841606,0.5907796360010843,0.6937663162037951,0.2574953567154484,0.391727479427132
0.6517550410985403,,0.5447111753028308,0.5016463382611861,,0.5711918530524246,0.3458482622987027,,0.6611640838106314,,,0.5517473575446982
0.4453992632207557,0.7504926676788528,0.5383243181560655,,0.2649278645552866,0.3463133419037206,,0.4055249948617181,0.5573885617911035,0.3151749700508542,,0.5431860201100306
0.5450424999386105,0.4165291389443305,0.5320104622623225,0.5375944885041557,0.4573522566730943,,0.3564554319149171,0.3517741927129842,,0.5987393674313776,0.4645068544498053,0.5122132263158475
0.3683482907556411,0.6961667210727689,,0.502278141522191,,0.4670962316159859,0.4599132847467549,,0.5234076325896235,0.4120073916137903,0.2546252338582527,0.4696592152264863
0.5406189945918903,0.562431568300848,0.5582922481737328,0.4974862045692766,0.6172971992627309,0.559087421930557,0.5878289739192077,,,0.4151169543611309,,0.5435479803536925
0.478862709762494,0.507812908312349,0.4496896877221414,,,0.5966384623324037,,0.6384242351496136,,0.5732428016509851,0.5021146614106744,0.3922594855783353
0.4120628383860076,0.5151211981851965,0.6618515615575399,,,0.3684304304692929,0.5318263814628306,0.4813623006694383,0.539718933649653,0.4064936359575654,,
0.3507945226067784,0.5131860186015107,,0.7559887438088102,0.3321661334498905,,0.0,0.0,0.4400204479198657,0.5003028820992109,0.3690769059373992,0.8353422529351447
,0.51438704975024,0.3374597557222172,0.5060297062500443,0.3277122297578739,0.6022474046136944,0.392431152221769,,0.5712919320787235,0.6284850480626127,,
0.6767719679438606,,0.6343610070193817,,0.2622120241374236,0.4721671770824001,0.6276293476644185,0.5780150668537053,,0.4340308513415751,0.4873669447913733,0.6855776052368605
0.5327287372719887,0.4948662464226392,,0.073333318041573,0.5784160769386847,,0.9717800784237351,0.8976919345607038,0.5847936660736391,0.5822020965690615,0.6037121325306903,0.1753935189753835
,0.4640533077540234,0.3805669989712176,0.5610503004000108,0.5486246423723006,0.5705776887360914,0.691841451460894,,0.5149229154444713,0.6526237569467866,,
0.5869511693906704,0.3886051115240886,0.5882996826634931,0.4410144437735004,0.4761176574689186,,,0.4918976203151515,0.4343004654095136,0.6999634037841557,0.6238761070503275,0.5027820793963798
,0.6656962749349112,0.4811636961396129,0.3441921721352921,0.4229662109975803,0.5683766687504157,0.7536347909935851,0.7221062480129069,0.4864852348426843,0.5070678928795463,0.4579817284905683,
0.4786705141050585,,0.5149831667904146,0.5471772407440074,0.5470315102366649,0.5854629834225927,0.4792120346770354,0.4723090974758167,0.6934483029368572,0.5632040419519457,0.5527612729979632,0.5181532340469879
0.3844682075222518,0.6437914859492009,0.4325978539646515,0.6006533174853512,0.5477803392397529,0.5488421009201885,,,0.7089282074843813,0.5488547146581805,0.4147996821659556,0.5018566201678955
,0.6272572951183609,0.3781135541486383,0.5416162216376539,,0.725362616568848,0.5797564766384485,0.5258467542306827,0.7751921227848038,0.5721401373962959,0.3461633857339776,0.4705408191874227
0.6350296813850947,0.5971830775097445,0.3899249022131433,0.3038574408858746,0.5753379211683052,0.499881940647454,0.7799202613368913,,0.7341441948514015,,,0.3890669499549558
0.4771155714976396,0.5486232249993065,0.6454966731441055,0.4825255035081548,0.4744371842645814,0.6513823756807334,0.4559055780879803,,0.6138120214285245,0.5885692158335591,,0.5180394600311473
0.3134281198693764,0.5472781844611341,0.344020099895944,0.46073367792725,0.4172036603470855,0.2464881695634816,0.3366970536253755,0.3831930165308706,0.4472683676097566,0.4313388875878935,0.3439969552489971,0.4381097231610814
0.3425711906389072,0.5423876170840086,0.5128028579988981,0.5383227004575197,0.4697222594564967,,0.4552970622746027,0.5542199127625965,0.5602842740848039,0.6507318860428126,0.5517978659366007,0.6178354520092119
0.1211619925484118,0.5310586411779011,0.310440986215927,0.7670503903760171,0.2243096194548279,0.4037372408976376,0.2180981794116965,0.2386777473966495,,0.4922577415706596,0.3052783976891987,0.7742848762652744
0.4087642821293299,0.563719076234915,0.3617363529877593,0.8619237300569349,0.3290622545816991,,,0.4352062664750064,0.4779640196758196,,0.3654293661822991,
0.5125869108976984,0.5906155829585528,0.382751827081422,0.4872933622698485,0.3634980699787884,0.5376520241498104,0.4572995100552361,0.4921164913744259,0.5032738679232627,0.4483660586938934,0.3513008528037708,0.5420939137687094
,0.5773956605360063,0.543613702724025,0.4900817974464465,0.4008334686406853,0.6712693196669395,0.4528169223259878,0.4317290564867096,0.4509199587575467,0.6323658281436343,0.431406964803293,0.5304151585654213
0.6550400251272086,0.4687807573639374,0.6020317735975235,0.607120942740077,0.4554504431298627,0.5034649541988946,0.2400265301543143,0.2733048863801643,0.5350087293948973,0.7588741390128302,0.5731757944042849,
,0.5873593735237319,,0.5771089281363115,,,0.5387500715281094,0.4853098835124996,,0.463006207034084,,0.618776888516582
0.3981656534509991,0.6373221368941339,0.5646420416497065,0.725357637209125,0.2477060909863454,0.419458348084632,0.4347724186932975,,0.5004811870857018,0.4071859268821864,0.2682472812574268,0.6767309817784363
0.3372247305150685,0.7045947536551359,0.3719571700209347,0.5177099778189451,0.2086586167894588,,0.5252737648106549,0.4093950270814561,0.679762241198263,0.3511001558021432,0.1686466807878483,0.4497942438000749
0.7059960967339148,,,0.4866810266783175,0.5243395107903456,0.4589712986572952,0.7739613596508257,0.6941198420062751,0.4916902591926115,0.5140369902109962,,0.6519794950879942
0.4543194789845167,0.5265406241665793,0.3015417920934132,0.6350743459772704,,0.628623493430906,0.5956685656765739,0.5025161801618729,0.5202999020654713,0.5064273048197798,0.3785900197689937,
0.2826217548603369,0.515850004839347,0.528071222083065,0.4951751409377638,0.484729019823562,0.5836657537821903,0.2466861921362449,0.2810328069207772,0.2978737994318239,0.6542847592124778,0.5897867658402174,0.6168373684800053
0.4264833325459784,0.5110177231503877,,0.3320964472550671,0.4785372748365305,0.4636738918291093,,0.5046061575232873,0.5388446286159067,0.4153782901928068,0.527246792193356,
0.6420538533615721,0.5088056957995981,0.6912121661818997,0.6396706163612881,0.4780038663082675,0.375198349277935,0.5212541918302849,0.4674357460744128,,0.4185496998952406,0.549935793619533,
0.4244129619438651,0.5453284276819328,0.6032545024627703,0.6012907749056364,0.3029912881832311,0.5079856738726926,,0.4614125230463153,,0.5574377154068443,0.4840829573501927,
0.0938530572693603,0.6510853580070123,,0.5137938932140836,0.6546423902819144,0.4891682683186431,0.433185725879607,0.4133625671157666,0.5039021351828601,,0.5205440533222675,0.4355912889729444
0.4898203161391047,0.4866122542500912,0.7146660615520399,0.6342583397002463,0.4594168544463528,0.2300739610392443,0.2753434879993102,,0.4513459008374451,0.5127060249906267,0.5557906705613099,0.7293461563683651
0.5368898716320922,0.3394940592187765,0.6845771859310175,0.423093435039742,0.7090808949405711,0.5640755055027489,0.6561798056727952,0.665337561641812,,0.6840228944654426,0.7507534671457597,0.5520383504373563
0.3852817534058254,0.7572584710464317,0.6355967397799128,0.517936641987858,,0.3582758298477263,0.4539840865899661,0.4755880720605975,0.5321580289813237,,0.3687139432930485,0.6353736570844066
0.5142608548644648,0.4042209708653748,,,0.651774526490666,0.5735031332844231,0.4789561051564271,0.5058064420485593,0.6691548294511758,0.5906048326338754,,0.5041454511965834
0.4136038577768123,,0.559638142838487,0.3772473945029057,0.5882194840135406,0.623180346678401,,0.7131271540162638,0.7584089712058689,0.4151409150015494,0.4782480359602367,0.4602251194847981
0.4842801849928806,0.5480258610621919,,0.4518002834330468,0.5179243884418943,0.4056608398327657,0.7330150852621847,0.6446709093464181,0.6108680402405635,0.3531786101717611,0.2963470761462276,0.4625408753593288
0.3859998424703915,0.5406726791624987,0.2249565594270383,,,,,0.3850364953349571,0.6116066325559767,,,0.4401765530715104
0.6224839879576444,0.5464282104968655,0.517541355169927,0.2589607510000128,0.525939571273336,0.7552327322651098,0.8716806462725216,0.73482596363856,0.6013824165625715,0.5393086317614185,0.4660178055368511,0.3633073024717753
0.4425998852919663,0.5525017091933861,0.1173695333404121,0.1653380263637125,0.6691713690528596,1.0,0.7255246046368912,0.723598975442064,0.5565616280574492,,0.4793448826958558,
0.3864802930336927,,,0.1854573270841738,1.0,0.6969411137332531,,0.7148946430501139,,0.7446781859415419,0.7835467172505306,0.3257553289755034
0.481038074569368,0.5362042549401089,0.5885456374893072,,0.4787517331831,0.4948203754335218,,0.5567282691925727,0.3777245779937211,0.5739150211864222,0.5124106590098373,0.5762230692701289
0.6510544260745686,0.6232892025774637,0.4972061485148694,0.7866057062939626,0.267099358778995,0.3846551323315372,0.388730925358311,0.4207120584768447,0.2727932545731279,0.3085538346191073,0.4487040691623888,
0.3937087278301078,,0.5173793043077813,0.6133299610012911,0.6139917805498085,0.714201505167616,,,0.2663598531053912,0.6626660832628452,,0.5820434977974572
0.4491810317134215,0.6540768133322065,0.5603714122027119,0.6508339705032569,0.4821627616171783,,0.7118290016509907,,,0.6406057417442159,,0.6273473666352724
0.4740479452224034,,,0.5449558350074836,,0.5653172667279969,0.736785918824034,0.6868094403584435,0.6610630711649057,,1.0,0.582616745500664
0.3935922690449833,0.6378052611665466,0.569688894650023,0.5761175321887821,0.412997757700372,0.4202827209778457,0.2689753350012056,0.3264070715190101,0.6774587081162562,0.3500071145544081,0.3274899749707002,0.6239186458554846
0.3867935114720252,0.5517646755916634,0.5765207478078883,0.5444724790613549,0.584863121033788,,0.5279825299631496,0.5213698627328409,0.6283264107426999,0.617047381148087,0.5736082103336031,0.5854953583279151
,0.5569844253033823,,0.5664119249825255,0.158604880135812,0.5634393108910222,0.359768621326904,,0.6461955401449396,0.6083569637341988,0.2379693687858835,
,0.5581546963131057,0.1962430822202617,0.7105507798455655,0.1840794377447688,0.326504646047379,0.4071925316943007,0.3996421897264675,0.5876335280635072,0.3518882430668861,,0.5997859513527299
,0.5594617476693013,,,,0.1964479048359228,0.2835812707489055,0.2089214874176769,0.5519405113180484,0.2236758102092955,0.2188560193825941,0.724942409816987
0.4573813495191592,0.5621343143075181,0.4470986264272111,,0.2372027931438383,,0.1034824855830952,,0.5716406479309151,0.6634742161697962,,0.5069868150382306
0.4293057040373735,0.5723517322357186,0.4006582726850543,0.2318974015702341,,,0.5033681005026277,0.5345635341031667,,0.4909785060979602,0.3976695922514725,0.2148803252649804
0.171663299727259,0.4458114944258281,0.8950514135025422,0.1349575217503551,0.8442155736253184,0.619563309787063,0.7034772653854758,0.5886836049047016,0.550375074993891,0.7668069394615747,0.6585270130350661,0.2819144778355215
0.4333835848399848,0.5316785523251925,0.736112299513333,,0.6011232765670393,0.3029641728470621,0.8936604474245796,0.786008761267157,,,0.5421205136880534,0.4845618495670367
0.497831188668359,0.4703457725038369,0.6655283292005845,0.431505524034771,0.5791652325568853,0.6025908486859287,0.700454193474697,,,0.3919646102832806,0.4947386106072755,0.5147803244456114
0.4109004642067837,0.660985886606659,0.5459470336848945,0.6690350849778399,0.2023929100264367,0.2595652819947922,,0.2579474287168882,,,0.3423507478134874,0.6946311109902964
0.3612562094231328,,0.5585186188145421,,0.4163922385814431,0.3502638608990558,,0.3332420436653036,0.4319453971015236,0.4664923569159557,0.4664538141686731,
0.3422384411139872,0.6265195816126792,0.5473765386168598,0.754509358440131,0.3443528688795543,0.387115334556614,0.2029811442106217,0.2834373442547113,,0.5123791702357613,0.3114955602620865,
0.3601837730590115,0.6154484091649443,0.4153131594411687,,0.3233849868457686,,0.2954804773521069,,0.441061139511887,0.4860091653666867,0.3045218226852137,0.69397054956389
0.3232701517736714,,0.2849708244751839,0.5310458914876712,0.3528842741019181,0.5595729826146612,0.443873242268417,0.4405343157701629,0.6793636127605277,,,0.4639604426278059
0.4148018754223656,0.5475720413287195,,0.6998785164068481,0.3678619147220265,,0.4033711197782159,0.3687779153333118,,0.6541271664780434,0.393281440834399,0.4915018815364486
0.3286594191002135,0.545450704554136,0.3083469483127088,0.526700381842865,0.7344934613115103,0.6373686348351555,0.5968378792472594,0.6023472918509708,0.5676437742890211,0.7293497129819971,0.6728597814044603,0.4828769190543324
0.5912026282992168,0.5451981004854528,0.5196291483226508,,0.4076506428784053,0.5030129761188229,,0.5016711289979786,0.5025707103894096,0.5732163564112287,0.4466902550780573,0.6915742953474366
0.7367777605832905,0.545371687835381,,,0.2353493071964647,0.3171947999917346,0.4009402427455078,0.3686691233583358,,0.3434021885128357,,0.7564471138660995
,,0.46218733650474,0.6769146788800298,0.3788374177714567,0.6385425054358264,0.3859956062526166,0.401698977226195,0.5354866711997208,0.5339238867609765,0.5163210869280657,0.7305674861642527
0.378015715389724,0.5848874122980389,0.4415697881687432,0.5124304890989344,0.4572986542259326,0.583185585305558,0.7000519930989367,0.6289255685897311,0.583484166596573,0.3638211097551084,0.4498223011913271,
,,0.7286545938100649,0.4857535228927298,0.5970816163846825,,0.6145985872018594,0.5547707778052006,,0.6066917623488594,0.6574934588708958,0.6302382917989034
0.4205999293613019,0.5455412684529319,0.6604937632814873,,0.407620428190318,0.4227433054291474,0.4489138644276081,,0.6272033730817236,0.5747593354132614,,0.6561334644885414
0.2586440992465366,1.0,0.6186961413902585,,0.2010981678474723,0.2215321298930379,0.4969650235003461,0.4487171194681923,,0.1761594600063394,0.0748312575596619,0.6904112404918186
0.3992552554236331,,,0.413187407183812,0.4561302312998812,0.5415498944248727,,0.6275370531126666,0.6046538501800792,0.4833197106705013,,0.5289291881469866
0.388013136511296,0.5482174408039473,0.66874412664298,0.6244732890977897,0.3666085570683703,0.4740629539575907,0.292515692335845,,0.5530507845756748,,0.5024066183390773,0.6772695124678453
0.4106060469850446,0.5202280365735331,0.4683663867113681,,0.6669933412225879,0.4911347420420471,0.614642127944097,0.594817709181858,0.6100846341300119,0.6012383472376309,0.6371230575274538,0.5346746283224618
0.2541786116983138,0.5187126257413721,0.5264091475491873,0.5012523809461871,0.4492421921177712,0.4000591252385343,0.4657497411598479,0.3725739037067705,0.5382086750376155,0.5954256253800904,,0.4838451918734313
0.3331316218471882,0.5123183815078939,0.4060431615471547,,0.576096482534899,0.5319082759584786,0.8487226759799958,0.7585047288839112,0.5137125057393499,0.7085026544626284,,0.2374468402188545
0.6156853267791357,0.5007515209435962,0.447240475717509,,0.6353240325888454,,,0.4834208614482647,0.5749764360479872,0.7214591471512173,0.6104851206954235,0.3580095976646624
0.2440110249106459,0.4869129404151137,0.4619800745804877,,0.6277159898446414,,0.426728863928364,0.4555543620227122,0.5534385590603951,0.7099565809191245,0.5287574268401156,0.4503216367640775
0.4233576524364174,0.4377203065389481,0.5989647014966645,0.4902415697490776,0.5176575342005568,0.5330566061919979,0.5005492733866926,0.4933423995705572,0.4946578052470915,0.6867954941535335,0.5312033582002191,0.5360496460831261
0.2921093182550681,0.5307553191804664,0.2422960518773522,0.8640257003272321,0.2296434034160504,0.3650919911495,0.1070981808876621,0.20288677132399,0.4626672729972223,0.7516171071601728,0.3224081907038939,0.6226841895621554
0.5488881876847417,,0.3223477908300508,0.4073824433731086,0.5946311751388113,0.8591149976539867,0.935909195525966,,0.4401733329501668,0.5827264481802553,0.3925027142856762,0.3384177900811991
0.5738723956325582,,0.3266760738569397,0.6497406929772619,0.4921083022164726,0.3644138198131741,,0.4953054825038298,0.578412359232172,0.4882017483970297,0.4509723935651045,0.5474708055578242
0.4197034532028767,0.6870692721927742,0.3144944993998168,0.606874935671966,0.2189932678984561,0.3639671863447722,0.5685754634199236,0.5265964865045032,0.8206292137331356,0.2237861649991953,0.0,0.5013898073246602
0.4081033710829448,0.644699366817007,0.3390276680885657,0.5966171514543206,0.1760758437074548,0.5006198404248601,,0.3928452239367324,0.733738310774528,0.355964699750704,0.169914154449337,0.4964961825955766
0.5686276500441075,0.5686573286455218,0.3580418702569543,0.8589257354532844,0.0645255695756626,0.4133258642428305,0.3338508767549853,0.3482564210739965,0.8367123015620405,0.3784504616899088,0.2879165978765849,0.7329405774989942
,0.5249100881283507,0.2979182083637787,0.5628831088755629,0.3583714121235029,0.6080078394684904,0.423020997528285,0.4119334551791976,0.6957801887444734,,0.2503672452116773,0.5312543537852779
0.6443638104102437,0.5157242317395687,0.3112033171165901,,0.4145245630053861,0.2317361772855427,0.338224030936583,,0.7010450482194047,0.3594634071251703,0.3490348117193551,0.5468490084085033
0.5225228115974786,0.517059491496748,0.4827800204165243,0.3495387298886214,0.6514881714699954,0.6776235558006896,0.6729332151761481,,0.5202826703970261,0.3882540210051995,0.5902950051743715,0.444295152481
,0.5184836559492613,0.5520220566747199,0.0,0.8297907848305563,,0.6922551436185018,,0.5789037759925924,0.5738873340598991,,0.1051317868697826
