Residual_heat_flux,Residual_shortwave,Residual_longwave,Residual_SLP,Residual_tot_precip,Residual_RH,Residual_u10m,Residual_v10m,Residual_sea_ice,Residual_cloud_cover,Residual_cloud_water,Residual_GH_mean
,0.5863230910744853,,,0.447840793979972,0.515199172469843,0.6943911212655092,0.7871978009009769,0.3433895856806705,0.6104796009339485,0.5377216019012888,0.6001652851204432
,,0.4521143259416408,0.8834905551124391,0.2007173265989292,,0.4897996632709557,0.4495555168174679,,,0.364038653322778,0.8449499657464624
,0.6917724546252877,0.2186957339167157,0.6121067518772066,0.4593511115874508,,0.4259833213566684,,0.4781889641595503,0.4323236683845995,0.3947694116696387,
0.3356979698795606,0.6380361660733195,0.542201128387214,,0.3912060127708588,0.4149637145610431,0.6397927624038154,,,0.3163999323361914,,
,0.5223229568916449,,,0.5498110485339833,0.4535852760994672,,0.374027163404576,,,,0.6246626932208014
,,0.6664191514022697,0.5462592317726824,,0.5452319783964308,0.4118751749772995,0.4052316109016159,0.5536716302050562,0.5546019095917204,,
,0.4030642113485669,,0.4227773086354751,,,,0.562298968435953,0.6527631925052121,0.6771569002444829,0.5607064762825172,0.4952623870811249
,0.5512242007081011,,0.6251366897208042,,0.5333610350075165,,0.3784480406325187,,,0.4431611048197993,
0.4846081837376077,,,0.6532074857179362,0.276752753008663,0.4168039106953311,0.3249609500304764,0.2971551766434392,0.4384957622329273,,,0.6877115009013497
,,0.3360315996345823,0.5749387109264913,0.1599191792712249,0.5665262033101596,,0.332334511374066,0.5337584362782916,,0.2808087362775641,0.513320512808917
,0.5629479118799476,0.5876799170083268,0.452131990058407,,0.5295618093706734,,0.7378244030359002,,,0.678146939832391,0.5152156305053401
0.2681324623365586,0.5640418882367119,0.5768351710207598,0.7840305951627646,0.2820337895687946,0.1522958001760316,0.1802513461774068,,,0.3765206457442619,0.3077347405893109,0.9189924259504556
,0.5996779219221892,,0.9464941225852488,,,0.4703004024023601,0.4564355583715092,,0.4158807115875552,,0.7575772395537801
0.2545409757416688,0.5690987148609354,0.4074715799391736,0.371807856660392,,,0.5987784000468245,,0.6044440264138019,,0.476501884102035,
0.231280326164682,,,,,,,0.3711099106841606,0.5907796360010843,0.6937663162037951,0.2574953567154484,0.391727479427132
0.6517550410985403,0.5709236010301514,0.5447111753028308,,0.3874446808460884,,0.3458482622987027,0.3626762565481631,,0.6405450805969437,,0.5517473575446982
0.4453992632207557,0.7504926676788528,,0.5411443798864645,0.2649278645552866,,0.4583954512851576,0.4055249948617181,0.5573885617911035,,0.1970402529440005,0.5431860201100306
0.5450424999386105,0.4165291389443305,0.5320104622623225,0.5375944885041557,0.4573522566730943,0.4675441605387408,0.3564554319149171,0.3517741927129842,0.5550087556359816,,0.4645068544498053,0.5122132263158475
0.3683482907556411,0.6961667210727689,,0.502278141522191,0.6129254751014317,,,0.448058225852064,,0.4120073916137903,,0.4696592152264863
,0.562431568300848,0.5582922481737328,,0.6172971992627309,,,0.5008486587423668,,0.4151169543611309,0.4574585974573165,0.5435479803536925
,0.507812908312349,,0.343673985910868,0.6409183847964217,0.5966384623324037,,,0.4453673487441621,,,0.3922594855783353
0.4120628383860076,0.5151211981851965,0.6618515615575399,0.6924751018998878,0.6542046823939529,0.3684304304692929,0.5318263814628306,,0.539718933649653,,,
0.3507945226067784,0.5131860186015107,,,,0.3271345958917019,0.0,,,0.5003028820992109,,
0.3842667072023558,0.51438704975024,0.3374597557222172,,,0.6022474046136944,0.392431152221769,,0.5712919320787235,,,0.4543881690903737
0.6767719679438606,0.5232245262415094,0.6343610070193817,0.6817340132524151,,0.4721671770824001,0.6276293476644185,0.5780150668537053,0.5862632724007557,0.4340308513415751,0.4873669447913733,
0.5327287372719887,,0.4048056134774355,0.073333318041573,0.5784160769386847,,0.9717800784237351,0.8976919345607038,0.5847936660736391,,,0.1753935189753835
0.2742782829446434,0.4640533077540234,0.3805669989712176,0.5610503004000108,,,0.691841451460894,0.6297833396087956,0.5149229154444713,0.6526237569467866,0.555953364366172,0.5190202118451177
0.5869511693906704,,0.5882996826634931,0.4410144437735004,0.4761176574689186,0.7907075113326825,,0.4918976203151515,0.4343004654095136,0.6999634037841557,0.6238761070503275,
0.6125599523516119,0.6656962749349112,0.4811636961396129,0.3441921721352921,,,0.7536347909935851,,,,,
,0.5357419210223285,0.5149831667904146,0.5471772407440074,0.5470315102366649,0.5854629834225927,,,0.6934483029368572,0.5632040419519457,0.5527612729979632,0.5181532340469879
0.3844682075222518,0.6437914859492009,,,,0.5488421009201885,0.423849008274507,0.415276296464851,,,0.4147996821659556,0.5018566201678955
,,0.3781135541486383,,,,0.5797564766384485,,0.7751921227848038,0.5721401373962959,0.3461633857339776,
0.6350296813850947,,,0.3038574408858746,,,0.7799202613368913,0.7567903685057785,,0.4910900437369509,,0.3890669499549558
,0.5486232249993065,0.6454966731441055,0.4825255035081548,0.4744371842645814,0.6513823756807334,0.4559055780879803,,0.6138120214285245,0.5885692158335591,0.5396525140305035,
0.3134281198693764,,0.344020099895944,,0.4172036603470855,0.2464881695634816,,0.3831930165308706,0.4472683676097566,0.4313388875878935,0.3439969552489971,
0.3425711906389072,0.5423876170840086,0.5128028579988981,,,0.4852351907638563,0.4552970622746027,0.5542199127625965,0.5602842740848039,0.6507318860428126,0.5517978659366007,0.6178354520092119
0.1211619925484118,0.5310586411779011,,0.7670503903760171,0.2243096194548279,0.4037372408976376,,,0.5958033763522647,0.4922577415706596,,
0.4087642821293299,,,,,,0.4230726295072724,0.4352062664750064,0.4779640196758196,0.2737108232054279,,
,0.5906155829585528,0.382751827081422,0.4872933622698485,0.3634980699787884,0.5376520241498104,0.4572995100552361,0.4921164913744259,0.5032738679232627,0.4483660586938934,0.3513008528037708,0.5420939137687094
,,0.543613702724025,0.4900817974464465,0.4008334686406853,0.6712693196669395,,0.4317290564867096,0.4509199587575467,,,0.5304151585654213
0.6550400251272086,0.4687807573639374,0.6020317735975235,,0.4554504431298627,,0.2400265301543143,,,,0.5731757944042849,
,0.5873593735237319,0.6360049941994969,0.5771089281363115,,0.5276146495313787,0.5387500715281094,0.4853098835124996,0.6817328769292332,,0.4451431500617929,
,0.6373221368941339,,,0.2477060909863454,0.419458348084632,0.4347724186932975,0.3608940564193059,,0.4071859268821864,,0.6767309817784363
,0.7045947536551359,0.3719571700209347,,,0.455208248311035,0.5252737648106549,,,,,0.4497942438000749
,,,,,0.4589712986572952,0.7739613596508257,,,0.5140369902109962,0.631619446209913,0.6519794950879942
,0.5265406241665793,0.3015417920934132,0.6350743459772704,0.308467999243402,,0.5956685656765739,,,0.5064273048197798,,0.5821489399212249
0.2826217548603369,0.515850004839347,0.528071222083065,0.4951751409377638,0.484729019823562,0.5836657537821903,0.2466861921362449,,0.2978737994318239,0.6542847592124778,0.5897867658402174,
0.4264833325459784,,0.5869411016794415,0.3320964472550671,0.4785372748365305,0.4636738918291093,,0.5046061575232873,0.5388446286159067,,,0.4046938210152876
0.6420538533615721,0.5088056957995981,0.6912121661818997,0.6396706163612881,0.4780038663082675,,0.5212541918302849,0.4674357460744128,0.4617377433183249,0.4185496998952406,0.549935793619533,
,,,0.6012907749056364,,0.5079856738726926,,,0.5715936607224453,0.5574377154068443,,
0.0938530572693603,,,0.5137938932140836,0.6546423902819144,0.4891682683186431,0.433185725879607,,0.5039021351828601,,,0.4355912889729444
0.4898203161391047,,0.7146660615520399,0.6342583397002463,0.4594168544463528,,0.2753434879993102,0.3247431935657908,,,,0.7293461563683651
0.5368898716320922,,,,,,0.6561798056727952,,0.4232924985548547,0.6840228944654426,,0.5520383504373563
0.3852817534058254,,0.6355967397799128,,0.6231842569862012,0.3582758298477263,,0.4755880720605975,,0.2693683285562081,,0.6353736570844066
0.5142608548644648,0.4042209708653748,,0.4136047523292795,0.651774526490666,,0.4789561051564271,0.5058064420485593,0.6691548294511758,,0.6089099238698391,
0.4136038577768123,0.5318927157649874,0.559638142838487,0.3772473945029057,0.5882194840135406,0.623180346678401,,,0.7584089712058689,,,
0.4842801849928806,,0.372895585061962,0.4518002834330468,0.5179243884418943,0.4056608398327657,0.7330150852621847,0.6446709093464181,,0.3531786101717611,0.2963470761462276,
0.3859998424703915,,,,0.3477648590760802,0.6135588803282399,0.4695150036128173,0.3850364953349571,0.6116066325559767,,0.2919387151785962,0.4401765530715104
,0.5464282104968655,0.517541355169927,0.2589607510000128,0.525939571273336,,,,,0.5393086317614185,,
,0.5525017091933861,0.1173695333404121,0.1653380263637125,0.6691713690528596,1.0,0.7255246046368912,,0.5565616280574492,0.6677080901357928,0.4793448826958558,
,,,0.1854573270841738,1.0,0.6969411137332531,,0.7148946430501139,,0.7446781859415419,,0.3257553289755034
0.481038074569368,0.5362042549401089,,0.4853470699725409,0.4787517331831,,0.5503187717650112,0.5567282691925727,0.3777245779937211,0.5739150211864222,0.5124106590098373,0.5762230692701289
0.6510544260745686,,0.4972061485148694,,0.267099358778995,0.3846551323315372,0.388730925358311,0.4207120584768447,0.2727932545731279,0.3085538346191073,,0.8441213966212465
,,0.5173793043077813,0.6133299610012911,0.6139917805498085,,,,,,0.4966699759211473,
0.4491810317134215,0.6540768133322065,0.5603714122027119,0.6508339705032569,0.4821627616171783,0.5947788301247644,0.7118290016509907,0.6477529304663499,0.5468468452407527,0.6406057417442159,0.3947503206221259,
,0.286171572770021,,0.5449558350074836,,,0.736785918824034,,0.6610630711649057,,,0.582616745500664
,,,0.5761175321887821,0.412997757700372,0.4202827209778457,0.2689753350012056,0.3264070715190101,0.6774587081162562,,0.3274899749707002,0.6239186458554846
,0.5517646755916634,0.5765207478078883,,0.584863121033788,0.484174121234159,,0.5213698627328409,,,,0.5854953583279151
0.5186481599035432,0.5569844253033823,0.375470085778959,,,0.5634393108910222,0.359768621326904,,0.6461955401449396,0.6083569637341988,0.2379693687858835,
0.5100609204209431,0.5581546963131057,0.1962430822202617,0.7105507798455655,0.1840794377447688,0.326504646047379,0.4071925316943007,0.3996421897264675,,0.3518882430668861,0.3415990036661462,0.5997859513527299
,,,0.6930654407746897,,0.1964479048359228,0.2835812707489055,,,0.2236758102092955,,0.724942409816987
0.4573813495191592,0.5621343143075181,0.4470986264272111,0.5976491993953293,0.2372027931438383,,0.1034824855830952,,0.5716406479309151,0.6634742161697962,0.2782576393301493,0.5069868150382306
0.4293057040373735,0.5723517322357186,0.4006582726850543,0.2318974015702341,,0.5319225084610119,0.5033681005026277,0.5345635341031667,0.5129720426596194,,0.3976695922514725,
0.171663299727259,,0.8950514135025422,,0.8442155736253184,,,0.5886836049047016,0.550375074993891,0.7668069394615747,,0.2819144778355215
0.4333835848399848,,,0.4473251160138534,,0.3029641728470621,0.8936604474245796,0.786008761267157,0.384892696005971,0.2740279218067803,0.5421205136880534,0.4845618495670367
0.497831188668359,0.4703457725038369,0.6655283292005845,,,0.6025908486859287,,0.6213079845887876,0.366147659980389,0.3919646102832806,,
0.4109004642067837,0.660985886606659,,0.6690350849778399,,0.2595652819947922,,,,,,0.6946311109902964
0.3612562094231328,0.6557868221835803,,0.7555841721541228,0.4163922385814431,,0.3075418219301012,,0.4319453971015236,0.4664923569159557,,0.7533882238127885
,,,,0.3443528688795543,,,0.2834373442547113,,,,
0.3601837730590115,,0.4153131594411687,,,0.3427966653570559,,,0.441061139511887,0.4860091653666867,0.3045218226852137,
,0.5622671081531466,0.2849708244751839,0.5310458914876712,0.3528842741019181,,0.443873242268417,0.4405343157701629,0.6793636127605277,0.6600912840991329,,0.4639604426278059
0.4148018754223656,0.5475720413287195,,0.6998785164068481,0.3678619147220265,0.729263007664381,,,0.6090715315666014,0.6541271664780434,0.393281440834399,
0.3286594191002135,0.545450704554136,,,0.7344934613115103,,0.5968378792472594,0.6023472918509708,0.5676437742890211,0.7293497129819971,,0.4828769190543324
,,,0.6736465593504642,,0.5030129761188229,0.4855595212008259,0.5016711289979786,0.5025707103894096,,0.4466902550780573,
0.7367777605832905,0.545371687835381,,0.7059653729527043,0.2353493071964647,,0.4009402427455078,0.3686691233583358,,0.3434021885128357,,
0.6215946221422957,,,0.6769146788800298,,,0.3859956062526166,,0.5354866711997208,0.5339238867609765,,0.7305674861642527
,,0.4415697881687432,,0.4572986542259326,,,,0.583484166596573,,0.4498223011913271,0.5569028592949271
,,0.7286545938100649,,0.5970816163846825,,,,,0.6066917623488594,0.6574934588708958,
0.4205999293613019,0.5455412684529319,,,,0.4227433054291474,,0.4522624504829804,,0.5747593354132614,0.5052095961308475,0.6561334644885414
0.2586440992465366,,0.6186961413902585,0.5708004877052294,,0.2215321298930379,0.4969650235003461,0.4487171194681923,0.5400811600023077,,0.0748312575596619,0.6904112404918186
,0.6860391555194212,0.6663573708933269,0.413187407183812,,0.5415498944248727,0.6811613744038718,0.6275370531126666,0.6046538501800792,0.4833197106705013,0.2905055529751961,0.5289291881469866
0.388013136511296,,0.66874412664298,0.6244732890977897,,0.4740629539575907,0.292515692335845,0.2932009856518334,0.5530507845756748,0.5222203843607581,0.5024066183390773,
0.4106060469850446,0.5202280365735331,0.4683663867113681,0.5979267045135264,,,0.614642127944097,0.594817709181858,0.6100846341300119,0.6012383472376309,0.6371230575274538,
,0.5187126257413721,0.5264091475491873,0.5012523809461871,0.4492421921177712,0.4000591252385343,,0.3725739037067705,,0.5954256253800904,0.4723655361443558,0.4838451918734313
0.3331316218471882,,,,,0.5319082759584786,0.8487226759799958,,0.5137125057393499,0.7085026544626284,0.4861063405546201,0.2374468402188545
,0.5007515209435962,,0.2603085100905132,,0.6125102078057896,,,,,,0.3580095976646624
,0.4869129404151137,,0.4114522240667144,0.6277159898446414,0.5853471489332457,0.426728863928364,0.4555543620227122,,,0.5287574268401156,0.4503216367640775
,0.4377203065389481,,0.4902415697490776,0.5176575342005568,,,,,,,0.5360496460831261
0.2921093182550681,0.5307553191804664,0.2422960518773522,,,0.3650919911495,,,0.4626672729972223,0.7516171071601728,0.3224081907038939,
,,,,,0.8591149976539867,,,,0.5827264481802553,,0.3384177900811991
,,0.3266760738569397,0.6497406929772619,0.4921083022164726,,0.5177051747384502,0.4953054825038298,,,,0.5474708055578242
0.4197034532028767,0.6870692721927742,0.3144944993998168,0.606874935671966,0.2189932678984561,0.3639671863447722,,,,0.2237861649991953,0.0,
0.4081033710829448,0.644699366817007,0.3390276680885657,0.5966171514543206,,0.5006198404248601,0.3953797650227828,0.3928452239367324,0.733738310774528,0.355964699750704,0.169914154449337,
,0.5686573286455218,0.3580418702569543,0.8589257354532844,0.0645255695756626,0.4133258642428305,,,,0.3784504616899088,0.2879165978765849,0.7329405774989942
,0.5249100881283507,0.2979182083637787,0.5628831088755629,0.3583714121235029,0.6080078394684904,,0.4119334551791976,,,0.2503672452116773,
,,,0.5262250487419381,,,0.338224030936583,0.3987123358258899,0.7010450482194047,0.3594634071251703,,0.5468490084085033
,,0.4827800204165243,,0.6514881714699954,,0.6729332151761481,0.6252644444909748,0.5202826703970261,0.3882540210051995,0.5902950051743715,0.444295152481
0.3367611332724911,,0.5520220566747199,,0.8297907848305563,0.752941850043353,0.6922551436185018,,0.5789037759925924,0.5738873340598991,,0.1051317868697826
,0.4838245639846962,0.8015975219640868,,0.7229252630331354,0.6082394535602973,,0.4691920225833848,,0.6229674729514482,0.8158649351528209,
0.4860720325714576,0.4552356219142685,0.5459959380012883,0.4392005493005366,0.5773236164458918,,,0.5405050519971507,0.4996767698175334,,0.6941521576283525,
,0.607072198363491,,,,,,,,0.2731036139546834,,0.7359121898497715
0.42477168574418,,0.7942700394778708,0.8658391846547141,0.3917071215716002,,0.1155135183382637,0.1901236124939719,,0.5748457784224559,,0.92137899894761
0.3054361319882472,0.5891410685341545,,,0.2221827308080019,0.3389932402281665,,,,,0.3297498955998124,
0.4024517591416731,0.5767229938961008,,0.7288554106021028,,0.4700104229110529,0.4084963960175913,0.4085458475288152,0.3857073439841461,0.3832641015751944,0.4410344717357879,0.7648045771182695
0.4463284230957898,0.4352305044428915,,,,,0.3391136589799263,0.3238765379629179,0.4673959529907724,,0.5850411343511064,
,0.5573919395555312,0.4664074230402077,0.6937462961530657,0.2661107148362224,,0.3866439714753347,0.3436020282885598,,,0.1509624899728492,
,0.5746453536349686,,,,0.6314161664155662,,,0.5644597744878063,,,0.5787680640867419
0.9243894302018194,0.5723893671810153,,,0.5064125566770671,,,,,,0.5248639334936747,0.5161925655892131
0.2638746750094964,0.5670037324165217,0.2227232370079652,0.660263795623002,0.2411841253348357,0.4116896661515541,,,0.5720826942512892,,0.262818822421354,0.5757513013874869
,0.5660998035242681,0.2145527999379155,,,,,,0.5438305116130301,0.1446002650184809,0.2088101787581172,
0.7154633857277027,0.5978521339996978,0.3707025952729195,,0.2197814932224416,0.385772323959372,0.5547998973594611,0.5148353154667714,0.5394577316759794,,,0.6490950750448522
0.3582015980133952,,0.5004300075404309,0.255703432590503,0.6645069204633239,,0.6569656769803679,,0.4869715479813598,0.6451200799405048,0.5305034775834945,
,,0.5914270567958997,0.5211196143902913,0.4300126204808295,0.5175961721475777,,,0.5182619336582059,0.4997850802782249,0.4596795658922201,
0.3010830039216294,0.4262048831612738,0.6592375640147902,,0.5346028032245183,,0.4761362878998085,0.4536097187391343,,0.775009887415113,,0.5037534985171894
0.3313144810434538,,0.5912837659715505,0.265306898977431,,0.6488161636723216,0.7088826731747309,0.6140380788356607,,0.6125216579613081,0.579149202726131,0.3790869749694044
0.3039463055566599,0.8707966822852525,0.5868104779808804,,0.3265859911393892,0.4404941566497691,0.6493370316420635,0.6223618186354255,0.6443637944293081,0.2835184621289734,,
,,0.599789361657909,0.4112382083440113,0.4969497107499626,,0.7983473599646616,0.7163422261054165,0.6116431467971907,,0.6748172783414487,
,0.5906060366643548,,,,0.4559186101038651,,,0.6917240024526125,0.594324973411001,0.492762962528348,0.5613026410378645
,0.5374430020827909,0.5412026511215468,0.4459837609650037,0.503932301917831,0.6243803905938456,0.6173881092239898,,,,,
0.6410563242777786,0.530436067031388,0.2933850753664681,0.2964747761708678,,0.6488016129228332,,0.5901320492852612,,,0.3747578212246648,
0.5426131813991381,0.5243364118325724,,,0.4750579288166469,,0.618505167543774,0.6415149154519463,0.5553741444465246,0.5516735543127781,0.5324934008239277,
0.2482204075354934,0.5208108658760849,0.6720324717545166,,,0.2866372274908863,0.3066957672301352,0.2994597212724851,,0.4510762500641144,0.5284006269626794,0.6454723778621408
0.4145322508223557,,,,0.4375437602410776,0.608648773690386,,,0.4044194492432715,0.6064545589857744,0.4361654676556572,
0.3355879883952238,0.4317943796436153,,0.6895254736852684,0.6643394069649532,,0.4689540045961188,,0.3790647854752112,0.6595659158856882,0.6546264142716163,0.5513015705876919
0.4823287204923348,,0.9784963201887856,,0.3318328280989661,0.2587488320804846,,0.2412764302381353,,0.3053573516391371,0.5491083151014956,
,0.3295040409254609,0.6356890803559704,0.7561538433497381,0.4148537493702358,0.4516692718299973,,,0.3653998253093334,0.5926533822042289,0.5908988218155352,
0.5263404090588286,,,0.588820915172667,0.605767782643744,,0.5388863708182281,,,,0.5353305073967826,0.6025062324283663
0.504456306132277,0.2387175420858474,0.5128899163710515,0.5600869787504987,0.489276504855439,0.6977817959315781,0.286434929113695,0.3191319476084379,,,0.6788520429078637,
,,0.5637851597434275,,0.5550874910574869,0.5103377250758964,,0.5424115362580755,0.3889725976261155,,,0.5640367043679213
,,0.5834337521125595,,,0.3763972946905138,0.394437500619666,0.4044101148728496,,,0.4438009851017894,0.6583961951126134
0.1635938487906862,,0.3614166208497425,0.5542250637441137,,0.6870711540682882,,0.3468321469489145,,,,0.4286965831569311
,,,,,,0.5083732317458243,,0.5822299531917102,,0.4244562846466699,0.7822728125255392
,0.625399149755492,0.1574869042551087,0.7125740345372353,0.1133575034980633,0.4468570941794723,,0.5530835555933102,,0.4614545242691608,,0.5665224666207768
1.0,0.6190804401830091,0.5447744791458038,0.6290715600490103,,0.404372112228102,,,,0.6454173979577459,0.6609912499763103,0.6163256416324757
,,0.4473897719460513,0.3581850639340487,0.6179617110074351,0.5739397108964949,0.6757940555165682,0.6418228797309664,0.5721935635231772,,,
0.8417211968558592,,,0.7379779194068777,0.3662343468077265,,,,0.4973980981269538,0.3829771479963074,0.5061293964691854,
,,,,,0.4100341646198041,,0.2300281948858762,,0.6141502613285796,,0.7165857753878212
,0.8180927288345987,0.3298473519130865,,0.4445123850867711,,,0.4934104109876618,0.5085847345345997,0.4443543001144897,0.301041853861472,0.5119910766819791
,,,0.4889745359061379,0.5289289887746669,0.732086197020134,0.5006285958036294,0.4990708843548216,,0.6453043471070492,0.4979429681517098,
0.3132838706917058,,0.3958377457649776,,0.6362468258161924,,0.72359998197476,0.6505941401974903,0.8446347806970633,0.4548822019950251,0.3977827699140109,
,,,0.476056574864829,,0.6399210260609383,,,0.9244296917003396,,0.4383457527888196,0.4084580607547272
,,,0.7350697768098975,0.2392683493388532,0.4420239627886171,0.2641646781754889,0.3003832695097428,1.0,,,0.6776331955114776
